earnings_date,name,short_float,symbol,datetime,url
2022-02-14,"Agilent Technologies, Inc.",1.34,A,2022-01-10,https://finance.yahoo.com/quote/A/
2020-04-01,568516,0.01,ACV,2022-01-10,https://finance.yahoo.com/quote/ACV/
2022-03-16,"ARCA biopharma, Inc.",2.56,ABIO,2022-01-10,https://finance.yahoo.com/quote/ABIO/
2022-02-09,AllianceBernstein Holding L.P.,0.91,AB,2022-01-10,https://finance.yahoo.com/quote/AB/
2022-02-17,Arbor Realty Trust,3.43,ABR,2022-01-10,https://finance.yahoo.com/quote/ABR/
2022-01-20,"American Airlines Group, Inc.",15.82,AAL,2022-01-10,https://finance.yahoo.com/quote/AAL/
2022-01-20,"Advaxis, Inc.",2.15,ADXS,2022-01-10,https://finance.yahoo.com/quote/ADXS/
2022-02-23,Addus HomeCare Corporation,3.26,ADUS,2022-01-10,https://finance.yahoo.com/quote/ADUS/
2022-01-24,"Atlantic Capital Bancshares, In",0.76,ACBI,2022-01-10,https://finance.yahoo.com/quote/ACBI/
2022-02-28,"Adverum Biotechnologies, Inc.",6.22,ADVM,2022-01-10,https://finance.yahoo.com/quote/ADVM/
2022-01-11,"Albertsons Companies, Inc.",2.51,ACI,2022-01-10,https://finance.yahoo.com/quote/ACI/
2022-02-07,Arch Capital Group Ltd.,0.69,ACGL,2022-01-10,https://finance.yahoo.com/quote/ACGL/
2022-02-07,"Acasti Pharma, Inc.",2.0,ACST,2022-01-10,https://finance.yahoo.com/quote/ACST/
2022-02-23,"Applied Optoelectronics, Inc.",12.71,AAOI,2022-01-10,https://finance.yahoo.com/quote/AAOI/
2022-02-16,Atlas Air Worldwide Holdings,14.52,AAWW,2022-01-10,https://finance.yahoo.com/quote/AAWW/
2022-02-16,Ares Commercial Real Estate Cor,1.48,ACRE,2022-01-10,https://finance.yahoo.com/quote/ACRE/
2022-02-02,"Enact Holdings, Inc.",0,ACT,2022-01-10,https://finance.yahoo.com/quote/ACT/
2022-03-14,"Accel Entertainment, Inc.",1.69,ACEL,2022-01-10,https://finance.yahoo.com/quote/ACEL/
2022-03-21,AC Immune SA,0.7,ACIU,2022-01-10,https://finance.yahoo.com/quote/ACIU/
2022-01-25,Adams Diversified Equity Fund I,0.56,ADX,2022-01-10,https://finance.yahoo.com/quote/ADX/
2022-02-22,ADT Inc.,1.27,ADT,2022-01-10,https://finance.yahoo.com/quote/ADT/
2022-03-28,Acacia Research Corporation,1.59,ACTG,2022-01-10,https://finance.yahoo.com/quote/ACTG/
2022-03-07,ABM Industries Incorporated,2.01,ABM,2022-01-10,https://finance.yahoo.com/quote/ABM/
2022-03-01,Altisource Asset Management Cor,0.27,AAMC,2022-01-10,https://finance.yahoo.com/quote/AAMC/
2022-02-28,Acer Therapeutics Inc.,2.19,ACER,2022-01-10,https://finance.yahoo.com/quote/ACER/
2022-03-09,"Achieve Life Sciences, Inc.",4.36,ACHV,2022-01-10,https://finance.yahoo.com/quote/ACHV/
2022-01-27,ACNB Corporation,0.45,ACNB,2022-01-10,https://finance.yahoo.com/quote/ACNB/
2022-03-21,Atlantic American Corporation,0.48,AAME,2022-01-10,https://finance.yahoo.com/quote/AAME/
2022-01-26,"Automatic Data Processing, Inc.",1.14,ADP,2022-01-10,https://finance.yahoo.com/quote/ADP/
2022-01-31,Asbury Automotive Group Inc,5.67,ABG,2022-01-10,https://finance.yahoo.com/quote/ABG/
2022-03-23,ADMA Biologics Inc,5.09,ADMA,2022-01-10,https://finance.yahoo.com/quote/ADMA/
2022-03-22,Abeona Therapeutics Inc.,1.32,ABEO,2022-01-10,https://finance.yahoo.com/quote/ABEO/
2022-03-08,"Advanced Emissions Solutions, I",0.85,ADES,2022-01-10,https://finance.yahoo.com/quote/ADES/
2022-02-23,"AAON, Inc.",2.02,AAON,2022-01-10,https://finance.yahoo.com/quote/AAON/
2022-03-22,Adobe Inc.,1.01,ADBE,2022-01-10,https://finance.yahoo.com/quote/ADBE/
2022-01-10,"Accolade, Inc.",6.63,ACCD,2022-01-10,https://finance.yahoo.com/quote/ACCD/
2022-03-16,ADC Therapeutics SA,7.49,ADCT,2022-01-10,https://finance.yahoo.com/quote/ADCT/
2022-03-02,Arbutus Biopharma Corporation,5.96,ABUS,2022-01-10,https://finance.yahoo.com/quote/ABUS/
2022-02-23,"Aclaris Therapeutics, Inc.",3.34,ACRS,2022-01-10,https://finance.yahoo.com/quote/ACRS/
2022-02-23,Adaptimmune Therapeutics plc,2.39,ADAP,2022-01-10,https://finance.yahoo.com/quote/ADAP/
2022-02-22,ACADIA Pharmaceuticals Inc.,4.04,ACAD,2022-01-10,https://finance.yahoo.com/quote/ACAD/
2022-02-08,"Axcelis Technologies, Inc.",2.9,ACLS,2022-01-10,https://finance.yahoo.com/quote/ACLS/
2022-02-23,"Autodesk, Inc.",1.28,ADSK,2022-01-10,https://finance.yahoo.com/quote/ADSK/
2022-01-27,Ameris Bancorp,2.89,ABCB,2022-01-10,https://finance.yahoo.com/quote/ABCB/
2022-02-02,AbbVie Inc.,0.87,ABBV,2022-01-10,https://finance.yahoo.com/quote/ABBV/
2022-02-07,AECOM,1.89,ACM,2022-01-10,https://finance.yahoo.com/quote/ACM/
2022-02-14,Acco Brands Corporation,2.43,ACCO,2022-01-10,https://finance.yahoo.com/quote/ACCO/
2022-03-28,ATA Creativity Global,0.09,AACG,2022-01-10,https://finance.yahoo.com/quote/AACG/
2022-01-27,Apple Inc.,0.69,AAPL,2022-01-10,https://finance.yahoo.com/quote/AAPL/
2022-02-21,"Aarons Holdings Company, Inc.",2.39,AAN,2022-01-10,https://finance.yahoo.com/quote/AAN/
2022-02-02,AmerisourceBergen Corporation,0.94,ABC,2022-01-10,https://finance.yahoo.com/quote/ABC/
2022-02-07,"American Assets Trust, Inc.",1.15,AAT,2022-01-10,https://finance.yahoo.com/quote/AAT/
2022-01-26,Alliance Data Systems Corporati,6.95,ADS,2022-01-10,https://finance.yahoo.com/quote/ADS/
2022-02-23,"ACM Research, Inc.",6.26,ACMR,2022-01-10,https://finance.yahoo.com/quote/ACMR/
2022-02-18,AeroCentury Corp.,1.86,ACY,2022-01-10,https://finance.yahoo.com/quote/ACY/
2022-03-01,Acme,0.53,ACU,2022-01-10,https://finance.yahoo.com/quote/ACU/
2021-11-22,Adamis Pharmaceuticals Corporat,5.99,ADMP,2022-01-10,https://finance.yahoo.com/quote/ADMP/
2022-02-08,"Associated Capital Group, Inc.",0.12,AC,2022-01-10,https://finance.yahoo.com/quote/AC/
2022-02-09,Aurora Cannabis Inc.,15.29,ACB,2022-01-10,https://finance.yahoo.com/quote/ACB/
2022-02-01,"ADTRAN, Inc.",3.61,ADTN,2022-01-10,https://finance.yahoo.com/quote/ADTN/
2022-01-26,"ABIOMED, Inc.",2.58,ABMD,2022-01-10,https://finance.yahoo.com/quote/ABMD/
2022-03-17,Accenture plc,0.56,ACN,2022-01-10,https://finance.yahoo.com/quote/ACN/
2022-02-21,American Campus Communities Inc,1.79,ACC,2022-01-10,https://finance.yahoo.com/quote/ACC/
2022-03-14,"AcelRx Pharmaceuticals, Inc.",2.15,ACRX,2022-01-10,https://finance.yahoo.com/quote/ACRX/
2022-02-15,"Analog Devices, Inc.",1.49,ADI,2022-01-10,https://finance.yahoo.com/quote/ADI/
2022-02-03,Adient plc,2.43,ADNT,2022-01-10,https://finance.yahoo.com/quote/ADNT/
2021-11-04,"ACI Worldwide, Inc.",1.76,ACIW,2022-01-10,https://finance.yahoo.com/quote/ACIW/
2022-03-02,"Acorda Therapeutics, Inc.",2.18,ACOR,2022-01-10,https://finance.yahoo.com/quote/ACOR/
2022-01-26,Abbott Laboratories,0.55,ABT,2022-01-10,https://finance.yahoo.com/quote/ABT/
2022-01-24,Archer-Daniels-Midland Company,0.79,ADM,2022-01-10,https://finance.yahoo.com/quote/ADM/
2022-02-16,Agree Realty Corporation,5.94,ADC,2022-01-10,https://finance.yahoo.com/quote/ADC/
2022-01-26,"Allegiance Bancshares, Inc.",1.47,ABTX,2022-01-10,https://finance.yahoo.com/quote/ABTX/
2020-11-13,"Aditxt, Inc.",1.05,ADTX,2022-01-10,https://finance.yahoo.com/quote/ADTX/
2022-02-14,Advance Auto Parts Inc.,5.41,AAP,2022-01-10,https://finance.yahoo.com/quote/AAP/
2022-02-22,Adaptive Biotechnologies Corpor,2.88,ADPT,2022-01-10,https://finance.yahoo.com/quote/ADPT/
2022-02-23,"Acadia Healthcare Company, Inc.",3.08,ACHC,2022-01-10,https://finance.yahoo.com/quote/ACHC/
2020-10-29,Arch Capital Group Ltd. - Depos,0,ACGLP,2022-01-10,https://finance.yahoo.com/quote/ACGLP/
2022-03-14,Agenus Inc.,7.27,AGEN,2022-01-10,https://finance.yahoo.com/quote/AGEN/
2020-08-05,"American Finance Trust, Inc. - ",0,AFINP,2022-01-10,https://finance.yahoo.com/quote/AFINP/
2022-02-02,AFLAC Incorporated,2.17,AFL,2022-01-10,https://finance.yahoo.com/quote/AFL/
2020-10-26,AGNC Investment Corp. - Deposit,0,AGNCP,2022-01-10,https://finance.yahoo.com/quote/AGNCP/
2022-02-15,American Equity Investment Life,0.85,AEL,2022-01-10,https://finance.yahoo.com/quote/AEL/
2022-02-10,"Air T, Inc.",0.18,AIRT,2022-01-10,https://finance.yahoo.com/quote/AIRT/
2021-12-03,AGM Group Holdings Inc.,0.43,AGMH,2022-01-10,https://finance.yahoo.com/quote/AGMH/
2021-11-03,"American Finance Trust, Inc.",1.39,AFIN,2022-01-10,https://finance.yahoo.com/quote/AFIN/
2022-02-23,The AES Corporation,1.27,AES,2022-01-10,https://finance.yahoo.com/quote/AES/
2022-01-24,"Agilysys, Inc.",1.81,AGYS,2022-01-10,https://finance.yahoo.com/quote/AGYS/
2019-10-30,AGNC Investment Corp. - Deposit,0,AGNCN,2022-01-10,https://finance.yahoo.com/quote/AGNCN/
2022-02-08,"Aethlon Medical, Inc.",0.9,AEMD,2022-01-10,https://finance.yahoo.com/quote/AEMD/
2022-02-01,"American Financial Group, Inc.",0.82,AFG,2022-01-10,https://finance.yahoo.com/quote/AFG/
2022-03-01,"American Eagle Outfitters, Inc.",16.19,AEO,2022-01-10,https://finance.yahoo.com/quote/AEO/
2022-03-21,AAR Corp.,6.46,AIR,2022-01-10,https://finance.yahoo.com/quote/AIR/
2022-02-23,"Aerie Pharmaceuticals, Inc.",9.46,AERI,2022-01-10,https://finance.yahoo.com/quote/AERI/
2021-12-31,AllianceBernstein National Muni,0.1,AFB,2022-01-10,https://finance.yahoo.com/quote/AFB/
2022-02-24,Ashford Inc. (Holding Company),0.2,AINC,2022-01-10,https://finance.yahoo.com/quote/AINC/
2020-11-10,"Air T, Inc. - Trust Preferred S",0,AIRTP,2022-01-10,https://finance.yahoo.com/quote/AIRTP/
2020-04-22,AGNC Investment Corp. - Deposit,0,AGNCO,2022-01-10,https://finance.yahoo.com/quote/AGNCO/
2022-03-29,"Allied Esports Entertainment, I",3.61,AESE,2022-01-10,https://finance.yahoo.com/quote/AESE/
2021-11-10,"AgroFresh Solutions, Inc.",0.73,AGFS,2022-01-10,https://finance.yahoo.com/quote/AGFS/
2022-03-02,AdaptHealth Corp.,5.57,AHCO,2022-01-10,https://finance.yahoo.com/quote/AHCO/
2022-03-09,"AudioEye, Inc.",2.54,AEYE,2022-01-10,https://finance.yahoo.com/quote/AEYE/
2022-03-02,"Adams Resources & Energy, Inc.",0.2,AE,2022-01-10,https://finance.yahoo.com/quote/AE/
2022-02-17,Ameren Corporation,1.18,AEE,2022-01-10,https://finance.yahoo.com/quote/AEE/
2021-11-08,Affimed N.V.,2.9,AFMD,2022-01-10,https://finance.yahoo.com/quote/AFMD/
2022-02-08,"Advanced Energy Industries, Inc",2.21,AEIS,2022-01-10,https://finance.yahoo.com/quote/AEIS/
2022-02-09,Agnico Eagle Mines Limited,2.08,AEM,2022-01-10,https://finance.yahoo.com/quote/AEM/
2022-02-15,"Armstrong Flooring, Inc.",0.61,AFI,2022-01-10,https://finance.yahoo.com/quote/AFI/
2022-04-06,Aehr Test Systems,4.99,AEHR,2022-01-10,https://finance.yahoo.com/quote/AEHR/
2022-02-23,Assured Guaranty Ltd.,1.84,AGO,2022-01-10,https://finance.yahoo.com/quote/AGO/
2022-02-23,"Agios Pharmaceuticals, Inc.",12.01,AGIO,2022-01-10,https://finance.yahoo.com/quote/AGIO/
2022-04-06,Afya Limited,0.68,AFYA,2022-01-10,https://finance.yahoo.com/quote/AFYA/
2022-03-10,Apartment Investment and Manage,3.61,AIV,2022-01-10,https://finance.yahoo.com/quote/AIV/
2022-02-09,"ADDvantage Technologies Group, ",0.94,AEY,2022-01-10,https://finance.yahoo.com/quote/AEY/
2022-02-23,American Electric Power Company,1.12,AEP,2022-01-10,https://finance.yahoo.com/quote/AEP/
2022-02-09,Applied Genetic Technologies Co,4.76,AGTC,2022-01-10,https://finance.yahoo.com/quote/AGTC/
2022-02-21,"Avangrid, Inc.",0.9,AGR,2022-01-10,https://finance.yahoo.com/quote/AGR/
2022-03-16,"Aeglea BioTherapeutics, Inc.",1.9,AGLE,2022-01-10,https://finance.yahoo.com/quote/AGLE/
2022-02-16,"Airgain, Inc.",2.39,AIRG,2022-01-10,https://finance.yahoo.com/quote/AIRG/
2022-03-02,"PlayAGS, Inc.",1.64,AGS,2022-01-10,https://finance.yahoo.com/quote/AGS/
2022-02-08,Albany International Corporatio,1.51,AIN,2022-01-10,https://finance.yahoo.com/quote/AIN/
2022-02-23,Federal Agricultural Mortgage C,0.96,AGM,2022-01-10,https://finance.yahoo.com/quote/AGM/
2022-02-22,Alamos Gold Inc.,1.11,AGI,2022-01-10,https://finance.yahoo.com/quote/AGI/
2022-02-09,"Armada Hoffler Properties, Inc.",0.92,AHH,2022-01-10,https://finance.yahoo.com/quote/AHH/
2022-03-29,AIM ImmunoTech Inc.,1.6,AIM,2022-01-10,https://finance.yahoo.com/quote/AIM/
2022-01-03,Aesthetic Medical International,0.81,AIH,2022-01-10,https://finance.yahoo.com/quote/AIH/
2022-02-16,First Majestic Silver Corp.,6.88,AG,2022-01-10,https://finance.yahoo.com/quote/AG/
2022-03-29,"AgeX Therapeutics, Inc.",1.09,AGE,2022-01-10,https://finance.yahoo.com/quote/AGE/
2022-02-28,"C3.ai, Inc.",15.05,AI,2022-01-10,https://finance.yahoo.com/quote/AI/
2021-12-07,"Argan, Inc.",0.76,AGX,2022-01-10,https://finance.yahoo.com/quote/AGX/
2022-03-23,Aeterna Zentaris Inc.,2.98,AEZS,2022-01-10,https://finance.yahoo.com/quote/AEZS/
2022-02-10,Altra Industrial Motion Corp.,0.88,AIMC,2022-01-10,https://finance.yahoo.com/quote/AIMC/
2022-02-02,Apollo Investment Corporation -,2.28,AINV,2022-01-10,https://finance.yahoo.com/quote/AINV/
2022-02-16,"Aerojet Rocketdyne Holdings, In",7.6,AJRD,2022-01-10,https://finance.yahoo.com/quote/AJRD/
2022-02-28,AerCap Holdings N.V.,1.34,AER,2022-01-10,https://finance.yahoo.com/quote/AER/
2022-03-23,AIkido Pharma Inc.,0.26,AIKI,2022-01-10,https://finance.yahoo.com/quote/AIKI/
2022-01-26,Applied Industrial Technologies,0.99,AIT,2022-01-10,https://finance.yahoo.com/quote/AIT/
2022-02-23,Ashford Hospitality Trust Inc,7.88,AHT,2022-01-10,https://finance.yahoo.com/quote/AHT/
2022-02-02,AGCO Corporation,1.66,AGCO,2022-01-10,https://finance.yahoo.com/quote/AGCO/
2022-02-28,"Agile Therapeutics, Inc.",1.99,AGRX,2022-01-10,https://finance.yahoo.com/quote/AGRX/
2022-03-07,Air Industries Group,0.16,AIRI,2022-01-10,https://finance.yahoo.com/quote/AIRI/
2022-03-09,Adecoagro S.A.,1.3,AGRO,2022-01-10,https://finance.yahoo.com/quote/AGRO/
2022-02-14,Senmiao Technology Limited,0.69,AIHS,2022-01-10,https://finance.yahoo.com/quote/AIHS/
2022-01-26,Arthur J. Gallagher & Co.,0.76,AJG,2022-01-10,https://finance.yahoo.com/quote/AJG/
2022-02-14,"American International Group, I",0.97,AIG,2022-01-10,https://finance.yahoo.com/quote/AIG/
2022-01-24,AGNC Investment Corp.,3.0,AGNC,2022-01-10,https://finance.yahoo.com/quote/AGNC/
2022-02-07,"Assurant, Inc.",1.26,AIZ,2022-01-10,https://finance.yahoo.com/quote/AIZ/
2022-03-02,Great Ajax Corp.,2.01,AJX,2022-01-10,https://finance.yahoo.com/quote/AJX/
2022-02-28,"Ambarella, Inc.",4.28,AMBA,2022-01-10,https://finance.yahoo.com/quote/AMBA/
2022-01-05,Ambow Education Holding Ltd. Am,0.22,AMBO,2022-01-10,https://finance.yahoo.com/quote/AMBO/
2022-03-09,"Aldeyra Therapeutics, Inc.",5.81,ALDX,2022-01-10,https://finance.yahoo.com/quote/ALDX/
2022-02-15,"Allison Transmission Holdings, ",3.24,ALSN,2022-01-10,https://finance.yahoo.com/quote/ALSN/
2022-01-24,"Alaska Air Group, Inc.",2.37,ALK,2022-01-10,https://finance.yahoo.com/quote/ALK/
2021-11-10,AMCI Acquisition Corp. II,0.01,AMCI,2022-01-10,https://finance.yahoo.com/quote/AMCI/
2021-12-09,Akari Therapeutics Plc,0.14,AKTX,2022-01-10,https://finance.yahoo.com/quote/AKTX/
2022-02-01,Allegiant Travel Company,3.42,ALGT,2022-01-10,https://finance.yahoo.com/quote/ALGT/
2022-02-23,"Alamo Group, Inc.",0.75,ALG,2022-01-10,https://finance.yahoo.com/quote/ALG/
2022-03-01,"Ampio Pharmaceuticals, Inc.",8.99,AMPE,2022-01-10,https://finance.yahoo.com/quote/AMPE/
2022-03-08,"Apollo Medical Holdings, Inc.",8.99,AMEH,2022-01-10,https://finance.yahoo.com/quote/AMEH/
2022-02-14,"Alexander's, Inc.",1.83,ALX,2022-01-10,https://finance.yahoo.com/quote/ALX/
2022-02-28,"Ambac Financial Group, Inc.",7.7,AMBC,2022-01-10,https://finance.yahoo.com/quote/AMBC/
2022-03-14,"Akero Therapeutics, Inc.",11.39,AKRO,2022-01-10,https://finance.yahoo.com/quote/AKRO/
2022-01-31,"Akoustis Technologies, Inc.",7.69,AKTS,2022-01-10,https://finance.yahoo.com/quote/AKTS/
2022-02-08,Acadia Realty Trust,2.79,AKR,2022-01-10,https://finance.yahoo.com/quote/AKR/
2021-11-04,"Albireo Pharma, Inc.",5.99,ALBO,2022-01-10,https://finance.yahoo.com/quote/ALBO/
2022-02-23,"Allogene Therapeutics, Inc.",3.95,ALLO,2022-01-10,https://finance.yahoo.com/quote/ALLO/
2022-02-09,"AssetMark Financial Holdings, I",0.31,AMK,2022-01-10,https://finance.yahoo.com/quote/AMK/
2022-03-28,"Akouos, Inc.",7.37,AKUS,2022-01-10,https://finance.yahoo.com/quote/AKUS/
2022-02-28,"Ambac Financial Group, Inc.",7.7,AMBC,2022-01-10,https://finance.yahoo.com/quote/AMBC/
2022-02-23,"Akebia Therapeutics, Inc.",6.78,AKBA,2022-01-10,https://finance.yahoo.com/quote/AKBA/
2022-02-23,"Alector, Inc.",9.36,ALEC,2022-01-10,https://finance.yahoo.com/quote/ALEC/
2022-02-22,Amedisys Inc,2.42,AMED,2022-01-10,https://finance.yahoo.com/quote/AMED/
2022-01-25,Alerus Financial Corporation,0.86,ALRS,2022-01-10,https://finance.yahoo.com/quote/ALRS/
2022-02-09,Alithya Group inc.,0.09,ALYA,2022-01-10,https://finance.yahoo.com/quote/ALYA/
2022-02-09,"Alnylam Pharmaceuticals, Inc.",3.14,ALNY,2022-01-10,https://finance.yahoo.com/quote/ALNY/
2022-02-16,"Applied Materials, Inc.",1.16,AMAT,2022-01-10,https://finance.yahoo.com/quote/AMAT/
2022-02-15,Antero Midstream Corporation,2.41,AM,2022-01-10,https://finance.yahoo.com/quote/AM/
2022-03-16,Alta Equipment Group Inc.,0.57,ALTG,2022-01-10,https://finance.yahoo.com/quote/ALTG/
2022-02-22,Altus Midstream Company,7.49,ALTM,2022-01-10,https://finance.yahoo.com/quote/ALTM/
2022-02-15,Albemarle Corporation,1.75,ALB,2022-01-10,https://finance.yahoo.com/quote/ALB/
2022-02-23,"Altimmune, Inc.",10.78,ALT,2022-01-10,https://finance.yahoo.com/quote/ALT/
2022-03-16,"Alpine Immune Sciences, Inc.",1.6,ALPN,2022-01-10,https://finance.yahoo.com/quote/ALPN/
2022-03-22,"Aileron Therapeutics, Inc.",0.31,ALRN,2022-01-10,https://finance.yahoo.com/quote/ALRN/
2022-03-09,Amplify Energy Corp.,6.09,AMPY,2022-01-10,https://finance.yahoo.com/quote/AMPY/
2022-03-08,"AMC Entertainment Holdings, Inc",18.81,AMC,2022-01-10,https://finance.yahoo.com/quote/AMC/
2022-01-31,Amcor plc,2.9,AMCR,2022-01-10,https://finance.yahoo.com/quote/AMCR/
2022-02-23,American Homes 4 Rent,1.91,AMH,2022-01-10,https://finance.yahoo.com/quote/AMH/
2022-02-09,"AlloVir, Inc.",4.7,ALVR,2022-01-10,https://finance.yahoo.com/quote/ALVR/
2022-02-02,"Alico, Inc.",0.8,ALCO,2022-01-10,https://finance.yahoo.com/quote/ALCO/
2022-01-19,"American National Bankshares, I",0.97,AMNB,2022-01-10,https://finance.yahoo.com/quote/AMNB/
2022-02-15,"Akamai Technologies, Inc.",7.28,AKAM,2022-01-10,https://finance.yahoo.com/quote/AKAM/
2022-01-21,Ally Financial Inc.,2.72,ALLY,2022-01-10,https://finance.yahoo.com/quote/ALLY/
2022-02-24,AMC Networks Inc.,15.35,AMCX,2022-01-10,https://finance.yahoo.com/quote/AMCX/
2022-02-02,"AMETEK, Inc.",0.8,AME,2022-01-10,https://finance.yahoo.com/quote/AME/
2022-02-09,"ALJ Regional Holdings, Inc.",0.21,ALJJ,2022-01-10,https://finance.yahoo.com/quote/ALJJ/
2022-02-23,Amarin Corporation plc,4.47,AMRN,2022-01-10,https://finance.yahoo.com/quote/AMRN/
2022-02-01,"Align Technology, Inc.",1.39,ALGN,2022-01-10,https://finance.yahoo.com/quote/ALGN/
2022-02-07,"Amkor Technology, Inc.",2.02,AMKR,2022-01-10,https://finance.yahoo.com/quote/AMKR/
2022-01-24,"Advanced Micro Devices, Inc.",5.77,AMD,2022-01-10,https://finance.yahoo.com/quote/AMD/
2022-02-23,Altair Engineering Inc.,3.36,ALTR,2022-01-10,https://finance.yahoo.com/quote/ALTR/
2022-02-09,Alkermes plc,7.88,ALKS,2022-01-10,https://finance.yahoo.com/quote/ALKS/
2022-01-26,Amalgamated Financial Corp.,0.36,AMAL,2022-01-10,https://finance.yahoo.com/quote/AMAL/
2022-03-08,"Allied Motion Technologies, Inc",0.61,AMOT,2022-01-10,https://finance.yahoo.com/quote/AMOT/
2022-02-14,Allegion plc,1.4,ALLE,2022-01-10,https://finance.yahoo.com/quote/ALLE/
2022-03-23,"AstroNova, Inc.",0.24,ALOT,2022-01-10,https://finance.yahoo.com/quote/ALOT/
2022-01-25,"Ameriprise Financial, Inc.",1.12,AMP,2022-01-10,https://finance.yahoo.com/quote/AMP/
2022-01-24,"Autoliv, Inc.",1.27,ALV,2022-01-10,https://finance.yahoo.com/quote/ALV/
2022-03-07,"Allena Pharmaceuticals, Inc.",3.49,ALNA,2022-01-10,https://finance.yahoo.com/quote/ALNA/
2022-03-16,ALX Oncology Holdings Inc.,9.36,ALXO,2022-01-10,https://finance.yahoo.com/quote/ALXO/
2022-02-07,Allot Ltd.,1.07,ALLT,2022-01-10,https://finance.yahoo.com/quote/ALLT/
2022-02-15,"Allete, Inc.",0.96,ALE,2022-01-10,https://finance.yahoo.com/quote/ALE/
2022-02-23,"Alarm.com Holdings, Inc.",5.14,ALRM,2022-01-10,https://finance.yahoo.com/quote/ALRM/
2022-02-16,AMN Healthcare Services Inc AMN,2.01,AMN,2022-01-10,https://finance.yahoo.com/quote/AMN/
2022-02-28,"Amyris, Inc.",12.26,AMRS,2022-01-10,https://finance.yahoo.com/quote/AMRS/
2022-02-07,"Affiliated Managers Group, Inc.",1.73,AMG,2022-01-10,https://finance.yahoo.com/quote/AMG/
2022-02-28,Allakos Inc.,2.85,ALLK,2022-01-10,https://finance.yahoo.com/quote/ALLK/
2022-02-21,Air Lease Corporation,3.21,AL,2022-01-10,https://finance.yahoo.com/quote/AL/
2022-02-23,"Alexander & Baldwin, Inc.",1.27,ALEX,2022-01-10,https://finance.yahoo.com/quote/ALEX/
2022-02-22,"Alimera Sciences, Inc.",0.53,ALIM,2022-01-10,https://finance.yahoo.com/quote/ALIM/
2022-02-02,Allstate Corporation (The),1.25,ALL,2022-01-10,https://finance.yahoo.com/quote/ALL/
2022-03-14,"Amphastar Pharmaceuticals, Inc.",4.34,AMPH,2022-01-10,https://finance.yahoo.com/quote/AMPH/
2022-02-01,American Superconductor Corpora,3.72,AMSC,2022-01-10,https://finance.yahoo.com/quote/AMSC/
2022-02-28,Preferred Apartment Communities,0,APTS,2022-01-10,https://finance.yahoo.com/quote/APTS/
2022-03-22,APi Group Corporation,1.55,APG,2022-01-10,https://finance.yahoo.com/quote/APG/
2022-03-16,"Applied Therapeutics, Inc.",4.01,APLT,2022-01-10,https://finance.yahoo.com/quote/APLT/
2020-10-29,Amerant Bancorp Inc.,0,AMTBB,2022-01-10,https://finance.yahoo.com/quote/AMTBB/
2022-04-04,American Shared Hospital Servic,0.59,AMS,2022-01-10,https://finance.yahoo.com/quote/AMS/
2021-11-27,"AnPac Bio-Medical Science Co., ",0.1,ANPC,2022-01-10,https://finance.yahoo.com/quote/ANPC/
2022-02-01,"Apollo Global Management, Inc. ",8.84,APO,2022-01-10,https://finance.yahoo.com/quote/APO/
2022-02-07,"A-Mark Precious Metals, Inc.",1.96,AMRK,2022-01-10,https://finance.yahoo.com/quote/AMRK/
2022-02-23,American Tower Corporation (REI,0.94,AMT,2022-01-10,https://finance.yahoo.com/quote/AMT/
2022-01-25,"Anthem, Inc.",0.85,ANTM,2022-01-10,https://finance.yahoo.com/quote/ANTM/
2022-03-02,Algonquin Power & Utilities Cor,2.39,AQN,2022-01-10,https://finance.yahoo.com/quote/AQN/
2021-11-01,"Apollo Endosurgery, Inc.",1.54,APEN,2022-01-10,https://finance.yahoo.com/quote/APEN/
2022-02-16,Appian Corporation,8.12,APPN,2022-01-10,https://finance.yahoo.com/quote/APPN/
2022-03-29,Apyx Medical Corporation,1.03,APYX,2022-01-10,https://finance.yahoo.com/quote/APYX/
2021-01-04,Asia Pacific Wire & Cable Corpo,0.34,APWC,2022-01-10,https://finance.yahoo.com/quote/APWC/
2022-03-21,"Aptose Biosciences, Inc.",0.81,APTO,2022-01-10,https://finance.yahoo.com/quote/APTO/
2022-03-01,"American National Group, Inc.",1.08,ANAT,2022-01-10,https://finance.yahoo.com/quote/ANAT/
2022-02-16,"Arista Networks, Inc.",1.28,ANET,2022-01-10,https://finance.yahoo.com/quote/ANET/
2022-03-07,"AquaBounty Technologies, Inc.",3.68,AQB,2022-01-10,https://finance.yahoo.com/quote/AQB/
2022-03-07,"Alpha Pro Tech, Ltd.",7.6,APT,2022-01-10,https://finance.yahoo.com/quote/APT/
2022-03-17,Applied Molecular Transport Inc,6.77,AMTI,2022-01-10,https://finance.yahoo.com/quote/AMTI/
2022-02-24,"Amneal Pharmaceuticals, Inc.",1.9,AMRX,2022-01-10,https://finance.yahoo.com/quote/AMRX/
2022-02-15,"The Andersons, Inc.",1.59,ANDE,2022-01-10,https://finance.yahoo.com/quote/ANDE/
2021-11-11,"Aemetis, Inc",10.77,AMTX,2022-01-10,https://finance.yahoo.com/quote/AMTX/
2022-02-16,"Blue Apron Holdings, Inc.",7.92,APRN,2022-01-10,https://finance.yahoo.com/quote/APRN/
2022-01-31,ArcBest Corporation,5.46,ARCB,2022-01-10,https://finance.yahoo.com/quote/ARCB/
