earnings_date,name,short_float,symbol,datetime,url
2022-02-02,"BrightView Holdings, Inc.",2.03,BV,2022-01-10,https://finance.yahoo.com/quote/BV/
2022-03-02,"Burlington Stores, Inc.",3.62,BURL,2022-01-10,https://finance.yahoo.com/quote/BURL/
2022-02-26,"Cal-Maine Foods, Inc.",9.74,CALM,2022-01-10,https://finance.yahoo.com/quote/CALM/
2022-03-09,"Capricor Therapeutics, Inc.",3.24,CAPR,2022-01-10,https://finance.yahoo.com/quote/CAPR/
2022-02-28,Broadway Financial Corporation,0.19,BYFC,2022-01-10,https://finance.yahoo.com/quote/BYFC/
2022-03-09,"BioXcel Therapeutics, Inc.",7.0,BTAI,2022-01-10,https://finance.yahoo.com/quote/BTAI/
2021-05-13,BiondVax Pharmaceuticals Ltd.,2.24,BVXV,2022-01-10,https://finance.yahoo.com/quote/BVXV/
2022-02-21,B2Gold Corp,0.44,BTG,2022-01-10,https://finance.yahoo.com/quote/BTG/
2022-02-21,"Black Stone Minerals, L.P.",0.87,BSM,2022-01-10,https://finance.yahoo.com/quote/BSM/
2022-03-14,"Cabaletta Bio, Inc.",6.43,CABA,2022-01-10,https://finance.yahoo.com/quote/CABA/
2022-01-26,"Beazer Homes USA, Inc.",4.83,BZH,2022-01-10,https://finance.yahoo.com/quote/BZH/
2022-01-31,Credit Acceptance Corporation,6.57,CACC,2022-01-10,https://finance.yahoo.com/quote/CACC/
2022-02-23,"Beyond Meat, Inc.",32.88,BYND,2022-01-10,https://finance.yahoo.com/quote/BYND/
2022-02-14,"Black Knight, Inc.",1.47,BKI,2022-01-10,https://finance.yahoo.com/quote/BKI/
2022-02-14,"Baudax Bio, Inc.",2.54,BXRX,2022-01-10,https://finance.yahoo.com/quote/BXRX/
2022-01-26,"Calix, Inc",2.87,CALX,2022-01-10,https://finance.yahoo.com/quote/CALX/
2022-03-02,Baozun Inc.,8.79,BZUN,2022-01-10,https://finance.yahoo.com/quote/BZUN/
2022-01-25,Blackstone Inc.,0.94,BX,2022-01-10,https://finance.yahoo.com/quote/BX/
2022-02-02,Peabody Energy Corporation,4.63,BTU,2022-01-10,https://finance.yahoo.com/quote/BTU/
2022-01-14,"Citigroup, Inc.",2.08,C,2022-01-10,https://finance.yahoo.com/quote/C/
2022-01-28,"Caterpillar, Inc.",1.11,CAT,2022-01-10,https://finance.yahoo.com/quote/CAT/
2022-02-15,The Cheesecake Factory Incorpor,12.7,CAKE,2022-01-10,https://finance.yahoo.com/quote/CAKE/
2022-03-28,Canaan Inc.,4.76,CAN,2022-01-10,https://finance.yahoo.com/quote/CAN/
2022-02-07,Camtek Ltd.,2.26,CAMT,2022-01-10,https://finance.yahoo.com/quote/CAMT/
2021-12-30,"BeyondSpring, Inc.",12.28,BYSI,2022-01-10,https://finance.yahoo.com/quote/BYSI/
2022-03-14,"Calithera Biosciences, Inc.",0.82,CALA,2022-01-10,https://finance.yahoo.com/quote/CALA/
2022-03-09,Cango Inc.,0.8,CANG,2022-01-10,https://finance.yahoo.com/quote/CANG/
2022-02-03,"Cardinal Health, Inc.",2.57,CAH,2022-01-10,https://finance.yahoo.com/quote/CAH/
2022-02-02,Boston Scientific Corporation,0.95,BSX,2022-01-10,https://finance.yahoo.com/quote/BSX/
2021-11-12,"CBAK Energy Technology, Inc.",5.46,CBAT,2022-01-10,https://finance.yahoo.com/quote/CBAT/
2021-12-21,CalAmp Corp.,1.61,CAMP,2022-01-10,https://finance.yahoo.com/quote/CAMP/
2022-02-16,"Casa Systems, Inc.",1.34,CASA,2022-01-10,https://finance.yahoo.com/quote/CASA/
2022-02-23,Cars.com Inc.,3.48,CARS,2022-01-10,https://finance.yahoo.com/quote/CARS/
2022-02-07,Carrier Global Corporation,0.59,CARR,2022-01-10,https://finance.yahoo.com/quote/CARR/
2022-02-14,"Avis Budget Group, Inc.",14.44,CAR,2022-01-10,https://finance.yahoo.com/quote/CAR/
2022-02-01,Chubb Limited,0.65,CB,2022-01-10,https://finance.yahoo.com/quote/CB/
2022-02-07,"Crown Holdings, Inc.",2.29,CCK,2022-01-10,https://finance.yahoo.com/quote/CCK/
2022-02-23,"Cara Therapeutics, Inc.",3.87,CARA,2022-01-10,https://finance.yahoo.com/quote/CARA/
2022-04-05,Carnival Corporation,6.57,CCL,2022-01-10,https://finance.yahoo.com/quote/CCL/
2022-03-07,"Caseys General Stores, Inc.",1.56,CASY,2022-01-10,https://finance.yahoo.com/quote/CASY/
2022-02-08,"Blackstone Mortgage Trust, Inc.",3.64,BXMT,2022-01-10,https://finance.yahoo.com/quote/BXMT/
2022-01-24,"Boston Properties, Inc.",3.33,BXP,2022-01-10,https://finance.yahoo.com/quote/BXP/
2022-01-25,Crown Castle International Corp,1.19,CCI,2022-01-10,https://finance.yahoo.com/quote/CCI/
2021-11-18,"CBL & Associates Properties, In",1.49,CBL,2022-01-10,https://finance.yahoo.com/quote/CBL/
2022-02-28,"Cardlytics, Inc. Common Stock",11.19,CDLX,2022-01-10,https://finance.yahoo.com/quote/CDLX/
2022-02-24,CBRE Group Inc,1.4,CBRE,2022-01-10,https://finance.yahoo.com/quote/CBRE/
2022-01-25,Coastal Financial Corporation,1.31,CCB,2022-01-10,https://finance.yahoo.com/quote/CCB/
2022-02-23,"Clear Channel Outdoor Holdings,",4.37,CCO,2022-01-10,https://finance.yahoo.com/quote/CCO/
2022-03-28,"CASI Pharmaceuticals, Inc.",1.68,CASI,2022-01-10,https://finance.yahoo.com/quote/CASI/
2021-12-10,Concord Medical Services Holdin,0.01,CCM,2022-01-10,https://finance.yahoo.com/quote/CCM/
2022-02-23,"Cogent Communications Holdings,",2.11,CCOI,2022-01-10,https://finance.yahoo.com/quote/CCOI/
2022-02-09,Cameco Corporation,1.39,CCJ,2022-01-10,https://finance.yahoo.com/quote/CCJ/
2022-04-06,"ConAgra Brands, Inc.",1.94,CAG,2022-01-10,https://finance.yahoo.com/quote/CAG/
2020-08-14,"Camber Energy, Inc.",11.21,CEI,2022-01-10,https://finance.yahoo.com/quote/CEI/
2022-02-22,CSI Compressco LP,0.1,CCLP,2022-01-10,https://finance.yahoo.com/quote/CCLP/
2022-03-09,"Celsius Holdings, Inc.",3.03,CELH,2022-01-10,https://finance.yahoo.com/quote/CELH/
2022-02-22,"Cadence Design Systems, Inc.",0.85,CDNS,2022-01-10,https://finance.yahoo.com/quote/CDNS/
2022-02-21,Cracker Barrel Old Country Stor,6.17,CBRL,2022-01-10,https://finance.yahoo.com/quote/CBRL/
2022-02-22,"CareDx, Inc.",6.4,CDNA,2022-01-10,https://finance.yahoo.com/quote/CDNA/
2020-06-29,Code Chain New Continent Limite,0.24,CCNC,2022-01-10,https://finance.yahoo.com/quote/CCNC/
2022-02-28,"ChemoCentryx, Inc.",7.98,CCXI,2022-01-10,https://finance.yahoo.com/quote/CCXI/
2022-03-02,"Catalyst Biosciences, Inc.",1.09,CBIO,2022-01-10,https://finance.yahoo.com/quote/CBIO/
2022-02-08,CDW Corporation,1.25,CDW,2022-01-10,https://finance.yahoo.com/quote/CDW/
2022-02-15,"Coeur Mining, Inc.",1.98,CDE,2022-01-10,https://finance.yahoo.com/quote/CDE/
2022-03-21,"Cypress Environmental Partners,",0.1,CELP,2022-01-10,https://finance.yahoo.com/quote/CELP/
2022-02-09,Chemours Company (The),5.02,CC,2022-01-10,https://finance.yahoo.com/quote/CC/
2022-01-26,Celanese Corporation Celanese C,1.29,CE,2022-01-10,https://finance.yahoo.com/quote/CE/
2022-02-07,CONSOL Energy Inc.,4.61,CEIX,2022-01-10,https://finance.yahoo.com/quote/CEIX/
2022-03-09,"Chembio Diagnostics, Inc.",10.57,CEMI,2022-01-10,https://finance.yahoo.com/quote/CEMI/
2022-03-07,"Avid Bioservices, Inc.",10.12,CDMO,2022-01-10,https://finance.yahoo.com/quote/CDMO/
2022-02-08,Cerner Corporation,4.58,CERN,2022-01-10,https://finance.yahoo.com/quote/CERN/
2022-02-16,Century Aluminum Company,4.54,CENX,2022-01-10,https://finance.yahoo.com/quote/CENX/
2020-02-08,11017,0.06,CET,2022-01-10,https://finance.yahoo.com/quote/CET/
2022-02-23,"Codexis, Inc.",11.42,CDXS,2022-01-10,https://finance.yahoo.com/quote/CDXS/
2022-02-01,"CMC Materials, Inc.",1.8,CCMP,2022-01-10,https://finance.yahoo.com/quote/CCMP/
2022-01-04,Cemtrex Inc.,0.19,CETX,2022-01-10,https://finance.yahoo.com/quote/CETX/
2022-02-23,Cerus Corporation,5.18,CERS,2022-01-10,https://finance.yahoo.com/quote/CERS/
2022-01-19,"Citizens Financial Group, Inc.",2.21,CFG,2022-01-10,https://finance.yahoo.com/quote/CFG/
2022-03-08,ChromaDex Corporation,3.61,CDXC,2022-01-10,https://finance.yahoo.com/quote/CDXC/
2022-02-23,Compugen Ltd.,6.36,CGEN,2022-01-10,https://finance.yahoo.com/quote/CGEN/
2022-02-02,The Carlyle Group Inc.,1.16,CG,2022-01-10,https://finance.yahoo.com/quote/CG/
2022-01-26,"Cullen/Frost Bankers, Inc.",3.12,CFR,2022-01-10,https://finance.yahoo.com/quote/CFR/
2022-02-23,"Cidara Therapeutics, Inc.",0.76,CDTX,2022-01-10,https://finance.yahoo.com/quote/CDTX/
2022-02-15,"Choice Hotels International, In",3.31,CHH,2022-01-10,https://finance.yahoo.com/quote/CHH/
2022-03-07,Cherry Hill Mortgage Investment,2.69,CHMI,2022-01-10,https://finance.yahoo.com/quote/CHMI/
2022-02-15,"CF Industries Holdings, Inc.",1.57,CF,2022-01-10,https://finance.yahoo.com/quote/CF/
2022-02-21,Centennial Resource Development,13.8,CDEV,2022-01-10,https://finance.yahoo.com/quote/CDEV/
2022-02-09,Canopy Growth Corporation,11.32,CGC,2022-01-10,https://finance.yahoo.com/quote/CGC/
2022-02-22,"Cross Country Healthcare, Inc.",2.82,CCRN,2022-01-10,https://finance.yahoo.com/quote/CCRN/
2022-03-17,Check-Cap Ltd.,6.26,CHEK,2022-01-10,https://finance.yahoo.com/quote/CHEK/
2022-02-03,Check Point Software Technologi,4.32,CHKP,2022-01-10,https://finance.yahoo.com/quote/CHKP/
2022-02-03,Cigna Corporation,1.43,CI,2022-01-10,https://finance.yahoo.com/quote/CI/
2021-11-11,"Charah Solutions, Inc.",0.59,CHRA,2022-01-10,https://finance.yahoo.com/quote/CHRA/
2022-01-24,"C.H. Robinson Worldwide, Inc.",8.64,CHRW,2022-01-10,https://finance.yahoo.com/quote/CHRW/
2022-02-02,"Century Communities, Inc.",6.26,CCS,2022-01-10,https://finance.yahoo.com/quote/CCS/
2021-11-15,Cinedigm Corp,2.02,CIDM,2022-01-10,https://finance.yahoo.com/quote/CIDM/
2022-01-28,"Church & Dwight Company, Inc.",2.36,CHD,2022-01-10,https://finance.yahoo.com/quote/CHD/
2022-01-24,CIT Group Inc (DEL),5.77,CIT,2022-01-10,https://finance.yahoo.com/quote/CIT/
2022-02-07,"Chegg, Inc.",10.89,CHGG,2022-01-10,https://finance.yahoo.com/quote/CHGG/
2022-01-26,"CrossFirst Bankshares, Inc.",0.53,CFB,2022-01-10,https://finance.yahoo.com/quote/CFB/
2022-02-28,"Chico's FAS, Inc.",7.44,CHS,2022-01-10,https://finance.yahoo.com/quote/CHS/
2022-02-08,Cincinnati Financial Corporatio,2.6,CINF,2022-01-10,https://finance.yahoo.com/quote/CINF/
2022-01-25,Core Laboratories N.V.,6.25,CLB,2022-01-10,https://finance.yahoo.com/quote/CLB/
2022-02-22,"Coherus BioSciences, Inc.",9.3,CHRS,2022-01-10,https://finance.yahoo.com/quote/CHRS/
2022-03-02,Ciena Corporation,4.09,CIEN,2022-01-10,https://finance.yahoo.com/quote/CIEN/
2022-03-01,"Conformis, Inc.",1.95,CFMS,2022-01-10,https://finance.yahoo.com/quote/CFMS/
2021-12-12,China Index Holdings Limited - ,0.41,CIH,2022-01-10,https://finance.yahoo.com/quote/CIH/
2021-11-09,"Celldex Therapeutics, Inc.",8.72,CLDX,2022-01-10,https://finance.yahoo.com/quote/CLDX/
2022-02-23,Cleveland-Cliffs Inc.,8.17,CLF,2022-01-10,https://finance.yahoo.com/quote/CLF/
2022-01-27,"Charter Communications, Inc.",4.44,CHTR,2022-01-10,https://finance.yahoo.com/quote/CHTR/
2022-02-16,Cambium Networks Corporation,1.99,CMBM,2022-01-10,https://finance.yahoo.com/quote/CMBM/
2022-03-24,CollPlant Biotechnologies Ltd.,0.31,CLGN,2022-01-10,https://finance.yahoo.com/quote/CLGN/
2022-02-23,"Caladrius Biosciences, Inc.",1.67,CLBS,2022-01-10,https://finance.yahoo.com/quote/CLBS/
2022-02-09,CME Group Inc.,1.12,CME,2022-01-10,https://finance.yahoo.com/quote/CME/
2022-03-21,Cheetah Mobile Inc.,0.39,CMCM,2022-01-10,https://finance.yahoo.com/quote/CMCM/
2022-02-08,"Chipotle Mexican Grill, Inc.",1.63,CMG,2022-01-10,https://finance.yahoo.com/quote/CMG/
2022-03-28,"Chewy, Inc.",5.14,CHWY,2022-01-10,https://finance.yahoo.com/quote/CHWY/
2022-02-03,Clorox Company (The),4.98,CLX,2022-01-10,https://finance.yahoo.com/quote/CLX/
2022-01-10,Commercial Metals Company,2.04,CMC,2022-01-10,https://finance.yahoo.com/quote/CMC/
2022-03-17,Celsion Corporation,1.31,CLSN,2022-01-10,https://finance.yahoo.com/quote/CLSN/
2022-02-14,"Continental Resources, Inc.",2.83,CLR,2022-01-10,https://finance.yahoo.com/quote/CLR/
2022-01-27,Comcast Corporation,1.47,CMCSA,2022-01-10,https://finance.yahoo.com/quote/CMCSA/
2022-03-08,"Clearside Biomedical, Inc.",2.12,CLSD,2022-01-10,https://finance.yahoo.com/quote/CLSD/
2022-01-26,"Clearfield, Inc.",2.27,CLFD,2022-01-10,https://finance.yahoo.com/quote/CLFD/
2022-02-22,"Clean Harbors, Inc.",1.08,CLH,2022-01-10,https://finance.yahoo.com/quote/CLH/
2022-01-31,Costamare Inc.,0.85,CMRE,2022-01-10,https://finance.yahoo.com/quote/CMRE/
2022-02-23,"Chimerix, Inc.",3.05,CMRX,2022-01-10,https://finance.yahoo.com/quote/CMRX/
2022-02-21,Crestwood Equity Partners LP,5.28,CEQP,2022-01-10,https://finance.yahoo.com/quote/CEQP/
2022-02-10,"CleanSpark, Inc.",11.12,CLSK,2022-01-10,https://finance.yahoo.com/quote/CLSK/
2022-02-24,Cinemark Holdings Inc Cinemark ,16.69,CNK,2022-01-10,https://finance.yahoo.com/quote/CNK/
2022-01-25,Canadian National Railway Compa,0.67,CNI,2022-01-10,https://finance.yahoo.com/quote/CNI/
2022-03-07,CNFinance Holdings Limited,0.1,CNF,2022-01-10,https://finance.yahoo.com/quote/CNF/
2020-02-29,111422,0.68,CLM,2022-01-10,https://finance.yahoo.com/quote/CLM/
2022-01-28,Colgate-Palmolive Company,1.01,CL,2022-01-10,https://finance.yahoo.com/quote/CL/
2022-02-08,Centene Corporation,1.92,CNC,2022-01-10,https://finance.yahoo.com/quote/CNC/
2022-02-23,Canadian Imperial Bank of Comme,0.69,CM,2022-01-10,https://finance.yahoo.com/quote/CM/
2022-03-09,Comtech Telecommunications Corp,2.0,CMTL,2022-01-10,https://finance.yahoo.com/quote/CMTL/
2022-02-23,"CenterPoint Energy, Inc (Holdin",2.34,CNP,2022-01-10,https://finance.yahoo.com/quote/CNP/
2022-03-03,Canadian Natural Resources Limi,1.43,CNQ,2022-01-10,https://finance.yahoo.com/quote/CNQ/
2022-02-21,"Cannae Holdings, Inc.",1.76,CNNE,2022-01-10,https://finance.yahoo.com/quote/CNNE/
2021-08-13,"CNS Pharmaceuticals, Inc.",0.85,CNSP,2022-01-10,https://finance.yahoo.com/quote/CNSP/
2022-03-07,"Checkpoint Therapeutics, Inc.",3.17,CKPT,2022-01-10,https://finance.yahoo.com/quote/CKPT/
2022-02-23,Global Cord Blood Corporation,0.18,CO,2022-01-10,https://finance.yahoo.com/quote/CO/
2022-03-01,Calumet Specialty Products Part,0.84,CLMT,2022-01-10,https://finance.yahoo.com/quote/CLMT/
2022-03-07,Clean Energy Fuels Corp.,6.9,CLNE,2022-01-10,https://finance.yahoo.com/quote/CLNE/
2022-02-07,Corcept Therapeutics Incorporat,16.84,CORT,2022-01-10,https://finance.yahoo.com/quote/CORT/
2022-01-25,Capital One Financial Corporati,1.39,COF,2022-01-10,https://finance.yahoo.com/quote/COF/
2022-01-26,CNX Resources Corporation,12.95,CNX,2022-01-10,https://finance.yahoo.com/quote/CNX/
2022-01-10,China Online Education Group,1.49,COE,2022-01-10,https://finance.yahoo.com/quote/COE/
2022-02-09,"Cohu, Inc.",2.83,COHU,2022-01-10,https://finance.yahoo.com/quote/COHU/
2022-02-03,ConocoPhillips,1.15,COP,2022-01-10,https://finance.yahoo.com/quote/COP/
2021-11-11,"Co-Diagnostics, Inc.",4.37,CODX,2022-01-10,https://finance.yahoo.com/quote/CODX/
2022-02-22,D/B/A Compass Diversified Holdi,0.83,CODI,2022-01-10,https://finance.yahoo.com/quote/CODI/
2022-03-08,Campbell Soup Company,4.94,CPB,2022-01-10,https://finance.yahoo.com/quote/CPB/
2022-02-16,Conduent Incorporated,1.82,CNDT,2022-01-10,https://finance.yahoo.com/quote/CNDT/
2022-02-02,CoreSite Realty Corporation,1.77,COR,2022-01-10,https://finance.yahoo.com/quote/COR/
2022-03-01,"CorEnergy Infrastructure Trust,",2.79,CORR,2022-01-10,https://finance.yahoo.com/quote/CORR/
2022-02-21,Mr. Cooper Group Inc.,4.18,COOP,2022-01-10,https://finance.yahoo.com/quote/COOP/
2022-02-24,"Coca-Cola Consolidated, Inc.",1.23,COKE,2022-01-10,https://finance.yahoo.com/quote/COKE/
2022-03-29,"Conn's, Inc.",8.21,CONN,2022-01-10,https://finance.yahoo.com/quote/CONN/
2022-02-02,Cummins Inc.,1.79,CMI,2022-01-10,https://finance.yahoo.com/quote/CMI/
2022-02-07,Coty Inc.,1.73,COTY,2022-01-10,https://finance.yahoo.com/quote/COTY/
2022-03-03,Crescent Point Energy Corporati,1.76,CPG,2022-01-10,https://finance.yahoo.com/quote/CPG/
2022-01-27,Canadian Pacific Railway Limite,12.98,CP,2022-01-10,https://finance.yahoo.com/quote/CP/
2022-02-01,Capri Holdings Limited,3.14,CPRI,2022-01-10,https://finance.yahoo.com/quote/CPRI/
2022-02-23,"Cardiff Oncology, Inc.",6.37,CRDF,2022-01-10,https://finance.yahoo.com/quote/CRDF/
2022-03-14,Corbus Pharmaceuticals Holdings,5.11,CRBP,2022-01-10,https://finance.yahoo.com/quote/CRBP/
2022-03-14,Coupa Software Incorporated,8.67,COUP,2022-01-10,https://finance.yahoo.com/quote/COUP/
2022-03-03,Costco Wholesale Corporation,1.02,COST,2022-01-10,https://finance.yahoo.com/quote/COST/
2022-03-14,"Catalyst Pharmaceuticals, Inc.",4.11,CPRX,2022-01-10,https://finance.yahoo.com/quote/CPRX/
2022-02-21,CPS Technologies Corp.,2.18,CPSH,2022-01-10,https://finance.yahoo.com/quote/CPSH/
2021-11-03,Cooper-Standard Holdings Inc.,3.74,CPS,2022-01-10,https://finance.yahoo.com/quote/CPS/
2022-03-14,"Curis, Inc.",9.43,CRIS,2022-01-10,https://finance.yahoo.com/quote/CRIS/
2022-02-23,Salesforce.com Inc,1.31,CRM,2022-01-10,https://finance.yahoo.com/quote/CRM/
2022-02-15,Charles River Laboratories Inte,1.3,CRL,2022-01-10,https://finance.yahoo.com/quote/CRL/
2022-02-07,Cerence Inc.,11.3,CRNC,2022-01-10,https://finance.yahoo.com/quote/CRNC/
2022-02-21,"Crocs, Inc.",6.11,CROX,2022-01-10,https://finance.yahoo.com/quote/CROX/
2022-02-24,Cronos Group Inc. Common Share,4.64,CRON,2022-01-10,https://finance.yahoo.com/quote/CRON/
2022-02-14,CRISPR Therapeutics AG,10.65,CRSP,2022-01-10,https://finance.yahoo.com/quote/CRSP/
2022-02-16,"Copart, Inc.",0.7,CPRT,2022-01-10,https://finance.yahoo.com/quote/CPRT/
2022-01-31,"Cirrus Logic, Inc.",1.91,CRUS,2022-01-10,https://finance.yahoo.com/quote/CRUS/
2022-03-14,"CrowdStrike Holdings, Inc.",5.09,CRWD,2022-01-10,https://finance.yahoo.com/quote/CRWD/
2021-10-29,"Cortexyme, Inc.",28.21,CRTX,2022-01-10,https://finance.yahoo.com/quote/CRTX/
2022-02-15,"CommScope Holding Company, Inc.",4.21,COMM,2022-01-10,https://finance.yahoo.com/quote/COMM/
2022-02-28,"Cellectar Biosciences, Inc.",0.24,CLRB,2022-01-10,https://finance.yahoo.com/quote/CLRB/
2022-02-07,"Cisco Systems, Inc.",1.23,CSCO,2022-01-10,https://finance.yahoo.com/quote/CSCO/
2022-02-16,Americold Realty Trust,2.43,COLD,2022-01-10,https://finance.yahoo.com/quote/COLD/
2022-02-22,Caesarstone Ltd.,0.65,CSTE,2022-01-10,https://finance.yahoo.com/quote/CSTE/
2022-02-22,Callon Petroleum Company,12.82,CPE,2022-01-10,https://finance.yahoo.com/quote/CPE/
2022-01-20,CSX Corporation,1.04,CSX,2022-01-10,https://finance.yahoo.com/quote/CSX/
2022-02-21,"Castlight Health, Inc.",1.95,CSLT,2022-01-10,https://finance.yahoo.com/quote/CSLT/
2022-02-22,Casper Sleep Inc.,7.66,CSPR,2022-01-10,https://finance.yahoo.com/quote/CSPR/
2022-02-07,Ceragon Networks Ltd.,1.2,CRNT,2022-01-10,https://finance.yahoo.com/quote/CRNT/
2022-03-16,Canadian Solar Inc.,7.92,CSIQ,2022-01-10,https://finance.yahoo.com/quote/CSIQ/
2022-02-21,"Clovis Oncology, Inc.",20.16,CLVS,2022-01-10,https://finance.yahoo.com/quote/CLVS/
2022-02-01,Cognizant Technology Solutions ,1.2,CTSH,2022-01-10,https://finance.yahoo.com/quote/CTSH/
2022-03-07,Cumberland Pharmaceuticals Inc.,8.44,CPIX,2022-01-10,https://finance.yahoo.com/quote/CPIX/
2022-03-15,Cintas Corporation,1.04,CTAS,2022-01-10,https://finance.yahoo.com/quote/CTAS/
2022-01-31,"Catalent, Inc.",1.28,CTLT,2022-01-10,https://finance.yahoo.com/quote/CTLT/
2021-10-28,"CTO Realty Growth, Inc.",4.01,CTO,2022-01-10,https://finance.yahoo.com/quote/CTO/
2020-12-18,Carnival Plc,0.22,CUK,2022-01-10,https://finance.yahoo.com/quote/CUK/
2022-02-15,"Cutera, Inc.",8.16,CUTR,2022-01-10,https://finance.yahoo.com/quote/CUTR/
2022-03-14,"Citi Trends, Inc.",24.92,CTRN,2022-01-10,https://finance.yahoo.com/quote/CTRN/
2022-02-21,"Computer Task Group, Incorporat",0.11,CTG,2022-01-10,https://finance.yahoo.com/quote/CTG/
2022-01-28,Chevron Corporation,0.99,CVX,2022-01-10,https://finance.yahoo.com/quote/CVX/
2021-12-15,"Citius Pharmaceuticals, Inc.",8.98,CTXR,2022-01-10,https://finance.yahoo.com/quote/CTXR/
2022-02-09,"CatchMark Timber Trust, Inc.",2.4,CTT,2022-01-10,https://finance.yahoo.com/quote/CTT/
2022-02-22,"CytomX Therapeutics, Inc.",5.61,CTMX,2022-01-10,https://finance.yahoo.com/quote/CTMX/
2022-02-09,CVS Health Corporation,1.1,CVS,2022-01-10,https://finance.yahoo.com/quote/CVS/
2022-03-15,CTI BioPharma Corp.,3.14,CTIC,2022-01-10,https://finance.yahoo.com/quote/CTIC/
2022-02-08,"CareTrust REIT, Inc.",2.66,CTRE,2022-01-10,https://finance.yahoo.com/quote/CTRE/
2022-01-25,"Customers Bancorp, Inc",3.48,CUBI,2022-01-10,https://finance.yahoo.com/quote/CUBI/
2022-02-07,Cenovus Energy Inc,0.63,CVE,2022-01-10,https://finance.yahoo.com/quote/CVE/
2022-02-21,Coterra Energy Inc.,2.99,CTRA,2022-01-10,https://finance.yahoo.com/quote/CTRA/
2022-03-07,Cytosorbents Corporation,3.09,CTSO,2022-01-10,https://finance.yahoo.com/quote/CTSO/
2022-02-07,Black Hills Corporation,1.11,BKH,2022-01-10,https://finance.yahoo.com/quote/BKH/
2022-03-23,CooTek (Cayman) Inc.,1.19,CTK,2022-01-10,https://finance.yahoo.com/quote/CTK/
2022-02-15,"Comstock Resources, Inc.",4.39,CRK,2022-01-10,https://finance.yahoo.com/quote/CRK/
2022-02-15,"Community Health Systems, Inc.",2.73,CYH,2022-01-10,https://finance.yahoo.com/quote/CYH/
2022-02-23,CubeSmart,2.55,CUBE,2022-01-10,https://finance.yahoo.com/quote/CUBE/
2022-03-08,"Calavo Growers, Inc.",6.52,CVGW,2022-01-10,https://finance.yahoo.com/quote/CVGW/
2022-02-28,Darling Ingredients Inc.,1.73,DAR,2022-01-10,https://finance.yahoo.com/quote/DAR/
2022-02-24,"Camping World Holdings, Inc.",20.98,CWH,2022-01-10,https://finance.yahoo.com/quote/CWH/
2022-02-28,"Covetrus, Inc.",2.4,CVET,2022-01-10,https://finance.yahoo.com/quote/CVET/
2022-02-21,CVR Energy Inc.,2.18,CVI,2022-01-10,https://finance.yahoo.com/quote/CVI/
2022-01-24,"Covenant Logistics Group, Inc.",1.48,CVLG,2022-01-10,https://finance.yahoo.com/quote/CVLG/
2022-02-23,"Cyclerion Therapeutics, Inc.",3.55,CYCN,2022-01-10,https://finance.yahoo.com/quote/CYCN/
2022-02-21,Diebold Nixdorf Incorporated,8.41,DBD,2022-01-10,https://finance.yahoo.com/quote/DBD/
2022-02-23,"Cytokinetics, Incorporated",10.43,CYTK,2022-01-10,https://finance.yahoo.com/quote/CYTK/
2022-02-23,Carvana Co.,11.73,CVNA,2022-01-10,https://finance.yahoo.com/quote/CVNA/
2022-02-07,"Deciphera Pharmaceuticals, Inc.",7.34,DCPH,2022-01-10,https://finance.yahoo.com/quote/DCPH/
2022-02-14,Cel-Sci Corporation,20.41,CVM,2022-01-10,https://finance.yahoo.com/quote/CVM/
2022-03-28,"CohBar, Inc.",0.77,CWBR,2022-01-10,https://finance.yahoo.com/quote/CWBR/
2022-02-23,"Youdao, Inc.",1.14,DAO,2022-01-10,https://finance.yahoo.com/quote/DAO/
2020-02-26,"Clearway Energy, Inc.",2.31,CWEN,2022-01-10,https://finance.yahoo.com/quote/CWEN/
2022-02-22,"Caesars Entertainment, Inc.",5.26,CZR,2022-01-10,https://finance.yahoo.com/quote/CZR/
2022-02-10,"Dominion Energy, Inc.",0.82,D,2022-01-10,https://finance.yahoo.com/quote/D/
2022-01-13,"Delta Air Lines, Inc.",3.45,DAL,2022-01-10,https://finance.yahoo.com/quote/DAL/
2022-02-02,"Corteva, Inc.",1.13,CTVA,2022-01-10,https://finance.yahoo.com/quote/CTVA/
2022-02-09,"Datadog, Inc.",4.19,DDOG,2022-01-10,https://finance.yahoo.com/quote/DDOG/
2021-11-10,"DoubleDown Interactive Co., Ltd",0.03,DDI,2022-01-10,https://finance.yahoo.com/quote/DDI/
2022-02-28,"CryoPort, Inc.",5.65,CYRX,2022-01-10,https://finance.yahoo.com/quote/CYRX/
2022-02-16,"Dropbox, Inc.",4.75,DBX,2022-01-10,https://finance.yahoo.com/quote/DBX/
2022-02-22,China Yuchai International Limi,0.11,CYD,2022-01-10,https://finance.yahoo.com/quote/CYD/
2022-02-18,Deere & Company,0.7,DE,2022-01-10,https://finance.yahoo.com/quote/DE/
2020-02-17,"Donegal Group, Inc.",0,DGICB,2022-01-10,https://finance.yahoo.com/quote/DGICB/
2022-02-02,"DHI Group, Inc.",0.77,DHX,2022-01-10,https://finance.yahoo.com/quote/DHX/
2022-02-23,Cushman & Wakefield plc,2.88,CWK,2022-01-10,https://finance.yahoo.com/quote/CWK/
2022-02-08,Chimera Investment Corporation,4.41,CIM,2022-01-10,https://finance.yahoo.com/quote/CIM/
